question,subject,text,rating,reputation,num_upvotes,num_thanks,href,question_timestamp
"A keychain-sized Rubik’s Cube® is made up of small cubes. Each small cube has a surface area of 1.5 square inches.



a. What is the side length of each small cube?",Mathematics,"
The answer would be 0.5 square inches. This is because the surface area formula of a cube is 6a^2. So divide 1.5 by 6, you get 0.25. Then square root 0.25 and the answer is 0.5 square inches.
",5,Ambitious,6,5,https://brainly.com/question/3286184,1490753315
"Which of the following uses a Microsoft tool that enables drag-and-drop applications?

Java
Lisaac
Objective-C
Visual Basic",Computers and technology,"
This uses a Microsoft tool that enables drag-and-drop applications and it is Visual Basic. A drag-and-drop operation is analogous to a copy-and-paste or cut-and-paste operation that is used to transfer data.
",0,Virtuoso,0,0,https://brainly.com/question/9855969,1524845543
"Which option identifies what helped make Blake’s experience possible in the following scenario? Blake spends a lot of time looking up information on the Internet. He plays games, takes surveys, and looks at sites dedicated to interactive activities. Java Logic Perl Ruby",Computers and technology,"
The option that identifies what helped make Blake’s experience possible in the following scenario is that Blake spends a lot of time looking up information on the Internet.
",1,Virtuoso,2,0,https://brainly.com/question/9855995,1524845652
"Heart disease includes all of the following risk factors except
A. high blood pressure
B. high cholesterol levels
C. cigarette smoking
D. regular exercise",Health,"
D bc it can elimate some of the ris factors listedabove
",5,Ambitious,1,2,https://brainly.com/question/999376,1455881889
"1.
A storm is moving in quickly. The weather station reported that is it traveling west at 40 miles per hour. This information describes the storm's (2 points)

acceleration.

direction.

speed.

velocity.
2.
A teenager received a ticket for driving 80 miles per hour. This information describes the teenager's (2 points)

acceleration.

direction.

speed.

velocity.
3.
Select the statement that best describes gravity. (2 points)

Gravity is the force that draws objects closer to the Earth because of the positive or negative charge.

Gravity is the force of attraction between two objects; it is dependent upon the mass of the objects and the distance between the objects.

Gravity is the force that repels two objects of similar charges; it is dependent on the number of charged particles in the objects.

Gravity is the force of attraction between objects of similar weight; it is not a strong force when objects are close to each other.
4.
The goal is to increase the power; therefore, it is necessary to (2 points)

decrease the work being done and decrease the time in which the work was completed.

decrease the work being done and increase the time in which the work is completed.

increase the work being done or decrease the time in which the work is completed.

increase the work being done and increase the time in which the work was completed.
5.
Imagine that you pushed a box, applying a force of 30 newtons, over a distance of 5 meters. How much would you have done? (2 points)

15 joules

35 joules

65 joules

150 joules
6.
The technology in solar panels allows us to convert the _______ energy from the sun to ________ energy which can be used to heat water. (2 points)

electromagnetic; thermal

mechanical; electromagnetic

solar; chemical

thermal; chemical
7.
Which of the following is an example of potential energy? (2 points)

a bird positioned on the edge of a high cliff

a bike driving down the road

a dog eating dinner

a rock rolling on the ground through the air
8.
What is gravity? Gravity is the force (2 points)

of attraction between two objects; it is not related to the object's mass.

of attraction between two objects; it is related to the object's mass.

that acts on objects when they are pushed

that repels objects that have like charges
9.
Gravity is affected by (2 points)

force only.

force and distance.

force and mass.

mass and distance.
10.
If you were asked to list the four forces in order of strength you would reply, (2 points)

""The strongest is gravitational, the next strongest is electromagnetism, then strong nuclear, and the weakest is weak nuclear.""

""The strongest is weak nuclear, the next strongest is gravitational, then electromagnetism, and the weakest is strong nuclear.""

""The strongest is strong nuclear, the next strongest is electromagnetism, then weak nuclear, and the weakest is gravitational.""

""The strongest is electromagnetism, the next strongest is strong nuclear, then gravitational, and the weakest is weak nuclear.""
11.
Which statement best describes energy and matter in a closed system? (2 points)

Energy and matter flow into and out of the system.

Energy can flow into and out of the system but matter cannot.

Energy and matter are contained within a closed system.

There is no energy in a closed system; there is matter.
12.
The universe could be considered an isolated system because (2 points)

many people think that no energy or matter exists outside the universe.

energy and matter are created in the universe and flow freely into and out of the universe.

energy is created outside the universe and matter is created within the universe.

energy is created in the universe and matter is transferred out of the universe.",Physics,"
Still thinking of the rest but 1 is velocity 
",1,Beginner,1,0,https://brainly.com/question/9314432,1521811895
"PLEASE I NEED HELP ASAP!!

3. How did colonists identify with their neighbors? A. The identified with them more than with the British. B. They didn't trust those who spoke a different language. C. They identified with the British more than their neighbors. D. They made friends only with those who were from the same country. 
4. What event would cause the First Continental Congress to meet again? 

A. If the British left America
B. If Georgia requested a meeting
C. If their demands weren't met
D. If George Washington said they should meet

5. What was George Washington's role in the French and Indian War? 

A. He led the French army against the British to victory.
B. He served as the president and led the fight against the French and the Indians.
C. He was ordered to deliver a message to French settlers, but the French refused to yield.
D. He called for peace and helped the British make terms with the French.
6. What were the state governments like after the Revolutionary War? 

A. They all agreed on representation.
B. They had differing ideas about a powerful national government.
C. They had differing ideas about who could vote.
D. They all agreed on who could vote.

9. Which term describes the British troops? 

A. Aware of landscape
B. Fighting for a cause
C. Underfed and not paid
D. Larger forces
10. What was the job of the Committees of Correspondence? 

A. To communicate wartime policies throughout the colonies
B. To convince colonists to join the cause
C. To send George Washington information
D. To spy on the British forces
12. Which of the following was not a grievance against the King listed in the Declaration of Independence? 

A. Plundered our seas
B. Burned our towns
C. Stole our natural resources
D. Destroyed the lives of our people
13. What was a power given by the Articles of Confederation? 

A. Collecting taxes
B. Controlling the states
C. Printing money
D. Protecting individual rights

14. What did Washington warn against in his Farewell Address? 

A. A strong national government
B. Electing the wrong person
C. Trusting other countries
D. Political party infighting
17. What was the largest number of troops ever fighting in the Continental Army? 

A. 75,000
B. 18,000
C. 6,000
D. 50,000

18. After the war, how many slaves were free in Maryland? 

A. About 1⁄3 of the population
B. All slaves
C. About 3⁄4 of the population
D. No slaves

19. Who spoke against British rule in colonial times? 

A. John Henry
B. Cotton Mather
C. Isaac Newton
D. John Townshend
",History,"
A, b,a,c,d,b,c,c,c,a, srry that's all I figured out
",0,Helping Hand,0,1,https://brainly.com/question/9955326,1525387536
"PLEASE I NEED HELP ASAP!!

3. How did colonists identify with their neighbors? A. The identified with them more than with the British. B. They didn't trust those who spoke a different language. C. They identified with the British more than their neighbors. D. They made friends only with those who were from the same country. 
4. What event would cause the First Continental Congress to meet again? 

A. If the British left America
B. If Georgia requested a meeting
C. If their demands weren't met
D. If George Washington said they should meet

5. What was George Washington's role in the French and Indian War? 

A. He led the French army against the British to victory.
B. He served as the president and led the fight against the French and the Indians.
C. He was ordered to deliver a message to French settlers, but the French refused to yield.
D. He called for peace and helped the British make terms with the French.
6. What were the state governments like after the Revolutionary War? 

A. They all agreed on representation.
B. They had differing ideas about a powerful national government.
C. They had differing ideas about who could vote.
D. They all agreed on who could vote.

9. Which term describes the British troops? 

A. Aware of landscape
B. Fighting for a cause
C. Underfed and not paid
D. Larger forces
10. What was the job of the Committees of Correspondence? 

A. To communicate wartime policies throughout the colonies
B. To convince colonists to join the cause
C. To send George Washington information
D. To spy on the British forces
12. Which of the following was not a grievance against the King listed in the Declaration of Independence? 

A. Plundered our seas
B. Burned our towns
C. Stole our natural resources
D. Destroyed the lives of our people
13. What was a power given by the Articles of Confederation? 

A. Collecting taxes
B. Controlling the states
C. Printing money
D. Protecting individual rights

14. What did Washington warn against in his Farewell Address? 

A. A strong national government
B. Electing the wrong person
C. Trusting other countries
D. Political party infighting
17. What was the largest number of troops ever fighting in the Continental Army? 

A. 75,000
B. 18,000
C. 6,000
D. 50,000

18. After the war, how many slaves were free in Maryland? 

A. About 1⁄3 of the population
B. All slaves
C. About 3⁄4 of the population
D. No slaves

19. Who spoke against British rule in colonial times? 

A. John Henry
B. Cotton Mather
C. Isaac Newton
D. John Townshend
",History,"
3. How did colonists identify with their neighbors? A. The identified with them more than with the British. . 

4. What event would cause the First Continental Congress to meet again? 
B. If Georgia requested a meeting


5. What was George Washington's role in the French and Indian War? 

A. He led the French army against the British to victory.

6. What were the state governments like after the Revolutionary War? 

C. They had differing ideas about who could vote.

9. Which term describes the British troops? 

D. Larger forces

10. What was the job of the Committees of Correspondence? 


B. To convince colonists to join the cause

12. Which of the following was not a grievance against the King listed in the Declaration of Independence? 


C. Stole our natural resources

13. What was a power given by the Articles of Confederation? 


C. Printing money

14. What did Washington warn against in his Farewell Address? 

C. Trusting other countries

17. What was the largest number of troops ever fighting in the Continental Army? 
C. 6,000


18. After the war, how many slaves were free in Maryland? 

C. About 3⁄4 of the population

19. Who spoke against British rule in colonial times? 

A. John Henry
",3.3,Virtuoso,7,6,https://brainly.com/question/9955326,1525387536
Gabriela owns a company that makes silk scarves. She buys the silk from an overseas supplier and is subject to a tax on imported goods. Gabriela most likely lives in a closed economy with limited government regulation. a pure market economy with no government regulation. a command economy with heavy government regulation. a mixed market economy with some government regulation.,Business,"
Gabriela owns a company that makes silk scarves. She buys the silk from an overseas supplier and is subject to a tax on imported goods. Gabriela most likely lives in a mixed market economy with some government regulation.

A mixed economic system features characteristics of both capitalism and socialism. A mixed economic system protects private property and allows a level of economic freedom in the use of capital, but also allows for governments to interfere in economic activities in order to achieve social aims. According to neoclassical theory, mixed economies are less efficient than pure free markets, but proponents of government interventions argue that the base conditions such as equal information and rational market participants cannot be achieved in practical application.

",5,Virtuoso,1,1,https://brainly.com/question/9982681,1525537660
"What is the difference between anthropology and archaeology?
",Arts,"
Archaeology is the study of human activity over the course of history through the recovery and analysis of material culture. While anthropology is the study of human behavior and societies in the past and the present. So archaeology only studies human activity in the past, and through the recovery of artifacts, while anthropology studies human behavior not just in the past but in the present as well. 
",5,Ambitious,1,1,https://brainly.com/question/9968627,1525449198
"A consulting engineering firm is considering two models of suvs for the company principals. a gm model will have a first cost of $36,000, an operating cost of $4000, and a salvage value of $15,000 after 3 years. a ford model will have a first cost of $32,000, an operating cost of $4100, and also have a $15,000 resale value, but after 4 years. (a) at an interest rate of 12% per year, which model should the consulting firm buy? conduct an annual worth analysis. (b) what are the pw values for each vehicle?",Business,"
Part (a): Annual worthy analysis
Annual worthy = -Annuities  of PV (cost) - Annual expenses + Annuities of FV (salvage cost)

Then,
For GM model:
Annual worthy = -36,000(A|P,12%,3) -4000 + 15,000(A|F,12%,3)
Where,
(A|P,12%,3) = {[1-(1+0.12)^-3]/0.12}^-1 = 0.41635;
(A|F,12%,3) = {[(1+0.12)^3-1]/0.12}^-1 = 0.29635
Therefore,
Annual worthy for GM model = -36,000(0.41635) - 4,000 + 15,000(0.29635) = -$50,543.35

For Ford model:
Annual worthy = -32,000(A|P,12%,4) - 4,100 + 15,000(A|F,12%,4)
Where,
(A|P,12%,4) = {[1-(1+0.12)^-4]/0.12}^-1 = 0.32923
(A|F,12%,2) = {[(1+0.12)^4-1]/0.12}^-1 = 0.20923
Therefore,
Annual worthy of Ford model = -32,000(0.32923) - 4,100 + 15,000 (0.20923) = -$11,496.91

It can be noted that Annual worth of Ford > Annual worthy of GM model and thus the best option is the Ford model

Part (b): Present Worth (PW)
PW of GM model = -36,000 - 4,000(P/A,12%,3) + 15,000(P/F,12%,3)
Where
(P/A,12%,3) = [1-(1+0.12)^-3]/0.12 = 2.40183
(P/F,12%,3) = 1/(1+0.12)^3 = 0.71178
Therefore,
PW of GM model = -36,000 - 4,000(2.40183) + 15,000 (0.71178) = -$34,930.62

PW of Ford model = -32,000 - 4,100(P/A,12%,4) + 15,000(P/F,12%,4)
Where,
(P/A,12%,4) = [1-(1+0.12)^-4]/0.12 = 3.03735
(P/F,12%,4) = 1/(1+0.12)^4 = 0.63552
Therefore,
PW of Ford model = -32,000 - 4,100(3.03735) + 15,000 (0.63552) = -$10,014.065

Based on PW, PW of Ford model > PW for GM model and thus Ford model is the better option.

",0,Ambitious,0,0,https://brainly.com/question/9944769,1525339208
"What Islamic ruler defeated the Hindu kingdom of Vijayanagar?

A. Ali 
B. Ismael 
C. Babar 
D. Akbar",History,"
It would be Akbar 
Have A Good Day

",3.7,Ambitious,3,3,https://brainly.com/question/9967618,1525444020
"What Islamic ruler defeated the Hindu kingdom of Vijayanagar?

A. Ali 
B. Ismael 
C. Babar 
D. Akbar",History,"
D it is akbar, hope it’s right
",3,Beginner,2,3,https://brainly.com/question/9967618,1525444020
"Confucius was born about 2,500 years ago in China and grew up in",History,"
District of Zou ear present-day Qufu, China.
",0,Helping Hand,0,0,https://brainly.com/question/9993613,1525646286
"By accident, 4 burned out bulbs have been mixed in with 20 good ones. ken is replacing old bulbs in his house. if he selects two bulbs at random from the box of 24, what is the probability they both work?",Mathematics,"
The probablility that the first one works is 20/24 = 5/6
next, there are 23 left, including 19 good ones. So the probability is 19/23.
Multiply 19/23 and 5/6 to get 95/138, which is out answer.
",5,Helping Hand,1,0,https://brainly.com/question/9999365,1525682420
"Read a paragraph from an essay supporting Truman’s decision to use the atomic bomb against Japan during World War II. [1] Many people have argued that nothing could justify the president’s use of the atomic bomb because it killed so many innocent civilians. [2] Truman himself refused to drop a third atomic bomb on Japan because he was horrified by the death and devastation it had caused. [3] However, he never regretted his decision to use it in the first place. [4] Using the bomb brought an immediate end to a war that might have gone on for months or even years longer. [5] It is impossible to put a number on how many more deaths the continuing war might have caused, but there are indications. [6] Millions had already died in the Pacific theater. [7] Whenever US troops invaded an island, they knew the fight was to the death. [8] In the battle for Okinawa alone, there had been almost 50,000 US casualties, while Japan had suffered some 90,000 military deaths and at least 100,000 civilian deaths. [9] With his decision, Truman put an end to the slaughter. Which of these sentences should be followed by a citation?",History,"
When i did the test it said it was sentence 5 i hope it helps

",5,Ambitious,2,2,https://brainly.com/question/9995027,1525661590
The advantages of the 4-chambered heart include:,Biology,"
The oxygenated and dexygenated blood do not mix with each other
",0,Ambitious,0,1,https://brainly.com/question/9993293,1525642921
"Which sentence from the passage is a major supporting detail in ""An Automated Society""?

A. Robots could work faster and more accurately.

B. With the rise of industrial robots, many unskilled laborers lost their jobs.

C. Will super-intelligent androids obey their human programmers?

D. A single robotic ""arm"" or ""hand"" could do the work of several humans.",English,"
I think the answer is d
",0,Beginner,0,0,https://brainly.com/question/9445863,1522691785
"Which sentence from the passage is a major supporting detail in ""An Automated Society""?

A. Robots could work faster and more accurately.

B. With the rise of industrial robots, many unskilled laborers lost their jobs.

C. Will super-intelligent androids obey their human programmers?

D. A single robotic ""arm"" or ""hand"" could do the work of several humans.",English,"D. A single robotic ""arm"" or ""hand"" could do the work of several humans.",0,Brainly User,0,0,https://brainly.com/question/9445863,1522691785
"What form has capitalism taken 
hold in modern china",History,"China specializes in low-tech manufacturing, An electronic device that is ""made in China"" is actually just assembled there from Japanese or Taiwanese parts.",0,Ambitious,0,0,https://brainly.com/question/9993786,1525648097
"Read the quotation. “[T]o the victor belong the spoils of the enemy.” In this quotation, Senator William Marcy was comparing politics to sports. business. war. peace.",English,"
He was comparing it to war
",5,Ambitious,1,2,https://brainly.com/question/9983343,1525550143
"Read the quotation. “[T]o the victor belong the spoils of the enemy.” In this quotation, Senator William Marcy was comparing politics to sports. business. war. peace.",English,"
Your answer would be C. ""war.""
",5,Ambitious,1,2,https://brainly.com/question/9983343,1525550143
What can be questions about Chapter 5 The Great Gatsby ?,English,"
What was the setting? What was the climax and who did it lead to the resolution, or fall? Who was the main character of the chapter? 
",5,Ambitious,2,1,https://brainly.com/question/9894950,1525115128
"Read the excerpt below and answer the question.

[8] I shall now therefore humbly propose my own thoughts, which I hope will not be liable to the least Objection. . . [10] I do therefore humbly offer it to publick consideration, that of the hundred and twenty thousand Children, already computed, twenty thousand may be reserved for Breed, whereof only one fourth part to be Males, which is more than we allow to Sheep, black Cattle, or Swine, and my reason is, that these Children are seldom the Fruits of Marriage, a Circumstance not much regarded by our Savages, therefore, one Male will be sufficient to serve four Females. That the remaining hundred thousand may at a year Old be offered in Sale to the persons of Quality, and Fortune, through the Kingdom, always advising the Mother to let them Suck plentifully in the last Month, so as to render them Plump, and Fat for a good Table.

The tone of this excerpt can best be described as _____.

thoughtful
sarcastic
hesitant
practical",English,"
Pretty sure it's [sarcastic] haven't checked for sure
",0,Helping Hand,0,0,https://brainly.com/question/9969806,1525455794
A water wheel makes 28 revolutions in 90 seconds. how many revolutions can it make in 4 minutes?,Mathematics,"
90 seconds = 1.5 minutes
1.5 minutes = 28 revolutions
Revolutions in 1 minute = 28/1.5 = 18.67 revolutions

Revolutions in 4 minutes = 18.67*4 
                                        = 74.7 (approx.) revolutions",5,Brainly User,3,5,https://brainly.com/question/999627,1455892502
"Isabella spent one hour studying american history prior to 1800 and then spent one hour studying european history prior to 1800. victor spent one hour studying american history prior to 1800 and then spent one hour studying calculus. in this example, it is likely that​",Social studies,"
I believe the answer is:  Victor will have better recall of events in early American History.

Studying different histories within a short period of time would increase the likelihood of mixing information. In the following test, Isabella would be much more likely to recall the event from European history as a part of events from American History.
",0,Ambitious,0,0,https://brainly.com/question/9734300,1524221434
"Matthew has known he wanted to be a doctor since he was five years old. his father, aunt, grandfather, and cousin are all doctors. despite poor grades in biology and low standardized tests scores, he refuses to consider any other job other than being a doctor. according to marcia, which adolescent identity status is matthew?",Social studies,"
The correct answer is known as ""foreclosed identity"".

Foreclosed Identity refers to the identity of a person that has been discovered in his or her self, yet that person has not tried to explore or try other things, options or ideas. Just like in the situation wherein Matthew desires to be a doctor, though he has low grades in biology and low scores in the standardized tests, he continues to desire to become a doctor and does not consider other field of work.
",0,Ambitious,0,0,https://brainly.com/question/9996278,1525666812
How did the french alliance affect the american cause during the revolutionary war?,History,It provided badly needed funds and naval support.,5,Ambitious,1,0,https://brainly.com/question/9990439,1525606821
The ____ object contains methods and properties for working with regular expressions in javascript.,Computers and technology,The JavaScript object that contains methods and properties for working with regular expressions in javascript is RegExp object.,0,Ambitious,0,0,https://brainly.com/question/9712449,1524131430
"The depicts the role and status of women In India society.
",History,"
In the present indian society, women are not being treated well. There are being ignored everyday.
",0,Beginner,0,0,https://brainly.com/question/9990599,1525607766
How can genetic engineering help improve crop production? a. Genetic engineering can eliminate the threat of disease to crops. b. Genetic engineering removes the need of plants for watering. c. Genetic engineering can help reduce the effects of pests and weather on crop production. d. Genetic engineering can make crops more susceptible to herbicides.,Biology,"
I think it should be answer c, because some types of genetic engineering make the plant produce liquid that make bugs die if they ingest it.

Brainliest plz.
",5,Ambitious,3,6,https://brainly.com/question/9959399,1525409208
"Which sentence contains a singular subject?

The students on the social committee are planning the school dance.


All of the fruit looks ripe.


Many in the auditorium had questions for the speaker.


Some of the friends will be taking calculus next year.",English,"
The correct answer should be All of the fruit looks ripe.

This is because fruit can be used as a collective noun meaning that it is a SINGLE group consisting of many numbers. In this case it takes and behaves grammatically as a singular form. In addition, ""look"" is written with the ""-s"" inflection meaning that fruit is indeed singular and the third person.",5,Ambitious,7,9,https://brainly.com/question/990732,1455740348
"10. Who owns the Federal Reserve System?

the federal government
member banks
all commercial banks in the country
all banks in the country


12. Why are the Board of Governors of the Federal Reserve appointed for staggered fourteen-year terms?

to grant the Executive Office of the President more control over the Board of Governors
to offer board members enough time to become experts in monetary policy
to ensure that board members represent the concerns of their districts
to protect board members from political pressures
",History,"
The answer to number 10 . D 

12 is C
",2.2,Ambitious,5,4,https://brainly.com/question/999538,1455889073
How does the anatomy of a shark help it survive?,Biology,"
It is built similarly to an airplane because its tail and fins help it glide fast through water. Hope this helps.
",0,Ambitious,0,0,https://brainly.com/question/9696384,1524064268
"The day mathematics scores in the state of Florida for this year are approximately normally distributed with a mean if 500 and a standard deviation of 100. Using the empirical rule, what is the probability that a randomly selected score lies between 500 and 700?",Mathematics,"
Im not 100% sure but i believe it is 20% probability
",0,Ambitious,0,0,https://brainly.com/question/9854149,1524833677
Which Italian artist revolutionary style of painting help change the course of European paining during the 17th century,Arts,"
It was carvaggio's style
",0,Helping Hand,0,0,https://brainly.com/question/9973143,1525490033
"Which of the following bodies has a brightness that surpasses Venus’? 

My options are Jupiter, Mars, the stars, and the Moon. Jupiter and mars are obviously out and Venus is brighter than all the stars in the sky (besides the sun lol) so it would be the moon right? just a lil confused. 

btw i'm not sure what subject to post this in since there's no astronomy subject.",Physics,"
Hi there!

The answer would be the stars. Since the sun is a star, the star is the answer. A star is much, much hotter than Venus, making it much brighter. 

Hope this helps!
",0,Ambitious,0,0,https://brainly.com/question/9717780,1524152571
The ancient Romans are known for their accomplishments in engineering. The Romans provided water to their cities and used indoor plumbing. What else did the Romans build that was an important part of their water system?,History,"
They made Channels underground a lined with clay to prevent sepage in the surrounding soil. They were a big contribution and we still do something inspired by that today.
",0,Helping Hand,0,0,https://brainly.com/question/9967225,1525441602
What do you use to make an inference in biology?,Biology,"
The term ""inference"" refers to the process of using observation and background knowledge as well as other known premises to determine a conclusion that makes sense.
",0,Ambitious,0,0,https://brainly.com/question/9963801,1525426819
"Considered a true renaissance man, ____ excelled in engineering, the natural sciences, anatomy, music, and technological prototypes, not to mention creating some of the world's best loved paintings.",Arts,"
Based on the question the answer is Leonardo Da Vinci
",0,Ambitious,0,0,https://brainly.com/question/9708817,1524119409
Two mechanics worked on a car. The first charged $115 per hour and the second charged $80 per hour. The mechanics worked for a combined total of 20 hours and together they charged a total of $1775. How long did each mechanic work ?,Mathematics,"
Total cost is 3,900. 115 x 20 = 2,300. 
80 x 20 = 1,600. 2,300 + 1,600 = 3,900.
",1,Beginner,1,0,https://brainly.com/question/9552745,1523317888
Two mechanics worked on a car. The first charged $115 per hour and the second charged $80 per hour. The mechanics worked for a combined total of 20 hours and together they charged a total of $1775. How long did each mechanic work ?,Mathematics,"
X= # hours first mechanic worked
y= # hours second mechanic worked

QUANTITY EQUATION 
x + y= 20 hours 

COST EQUATION 
$115x + $80y= $1775


STEP 1:
multiply both sides of cost equation by -115

-115(x + y)= -115(20)
-115x - 115y= -2300


STEP 2:
add quantity equation and equation from step 1 together to solve for y

115x + 80y= 1775
-115x - 115y= -2300
x will cancel out

-35y= -525
divide both sides by -35
y= 15 hours second mechanic worked


STEP 3:
substitute y value in quantity equation to solve for x

x + y= 20
x + 15= 20
subtract 15 from both sides
x= 5 hours first mechanic worked


ANSWER: The first mechanic worked 5 hours and the second mechanic worked 15 hours. 

Hope this helps! :)
",5,Ace,1,1,https://brainly.com/question/9552745,1523317888
Explain how Oedipus’s character influences the events of the plot.,English,"
What is the name of the articleeee
",5,,1,0,https://brainly.com/question/9818740,1524685799
Explain how Oedipus’s character influences the events of the plot.,English,"
What is the name of the articleeee
",0,Ambitious,0,0,https://brainly.com/question/9818740,1524685799
"The ability to build and use watercraft probably evolved very late in homo sapiens evolutionary history, and was certainly not part of an early archaic homo sapiens toolkit. what are some possible explanations for the presence of archaic homo sapiens sites on southeast asian islands such as java?",Biology,"
Although the answer to this question remains uncertain, one theory is that an ancient land bridge may have allowed fauna from what is now China to reach Java. The theory is that the present-day Philippine Islands once formed part of a land bridge between mainland China and present day Java. This allowed vertebrates from the Chinese mainland to colonise Java. Supposedly, this occurred around the Pleistocene.
",0,Ambitious,0,0,https://brainly.com/question/9665205,1523935811
"Gabrielle daily borrows $1,000 at a 6 percent add-on rate for one year.what is the finance charge?answers",Business,"
P - principle of the loan
FC - finance change or total interest 
N - number of months the loan is force

FC = ($1,000 x .06 x 1) 
FC = $60

Finance charge is $60.",0,Ambitious,0,0,https://brainly.com/question/9904086,1525158098
"Which of the following were reasons why the Soviet Union was in such dire economic straits during the later 1980s?
drastically higher cost of oil imports
the protracted Afghanistan War
a series of failed economic programs
its Capitalistic economy was failing fast
increasing amounts of defense spending",History,"
The best option from the list would be ""a series of failed economic programs,"" since it was operating under a ""command economy""--meaning that government had to ""guess"" supply and demand. ",3,Ambitious,9,19,https://brainly.com/question/998321,1455867324
"Which of the following statements is true of population and population density in East Asia

A. Around 70 percent of Japan’s population lives in the region between Tokyo and China.
B. More than half the population of Mongolia lives in Ulan Bator
C. Population policies caused the population in China to decline during the 1950s
D. In the koreas and Taiwan, population densities are found in eastern coastal areas",History,"
C not 100% sure that is right 
",0,Beginner,0,0,https://brainly.com/question/9982278,1525529633
"NEED HELP ASAP The angels, not half so happy in Heaven, Went envying her and me– Yes!–that was the reason (as all men know, In this kingdom by the sea) That the wind came out of the cloud by night, Chilling and killing my Annabel Lee. 
Which statement best describes the effect of sound devices on the stanza? A. They reinforce the thought that if heaven were a happier place, Annabel Lee would not have had to die. B. They draw attention to the angels’ unhappiness and envy as the cause of Annabel Lee’s death. C. They imply that all of Annabel Lee’s relatives knew about the speaker’s troubled love. D. They mirror the sound of the ocean, calling attention to the word sea.",English,"I think D is your answer. Good luck
",1.5,Helping Hand,2,0,https://brainly.com/question/9955393,1525388125
"NEED HELP ASAP The angels, not half so happy in Heaven, Went envying her and me– Yes!–that was the reason (as all men know, In this kingdom by the sea) That the wind came out of the cloud by night, Chilling and killing my Annabel Lee. 
Which statement best describes the effect of sound devices on the stanza? A. They reinforce the thought that if heaven were a happier place, Annabel Lee would not have had to die. B. They draw attention to the angels’ unhappiness and envy as the cause of Annabel Lee’s death. C. They imply that all of Annabel Lee’s relatives knew about the speaker’s troubled love. D. They mirror the sound of the ocean, calling attention to the word sea.",English,"
Stanza is when poetry is written in chucks of lines, so you really cannot tell the answer if we cannot see the way the poem is written
",3,Ambitious,2,0,https://brainly.com/question/9955393,1525388125
4. How do social media sites illustrate kindness?,Computers and technology,"
Social media can illustrate kindness by making friends that are kind to you, by keeping long distance relationships, and raising appreciation at different kinds of events.
Hope this helps!

",0,Ambitious,0,1,https://brainly.com/question/9914527,1525204106
"President Roosevelt was able to get a lot done during his first two terms in office. After that, he was able to accomplish very little. What are two reasons why so little was done?",History,"
For one, he had a hostile congress after that.
Also, economic conditions also played a factor in that.
",0,Helping Hand,0,0,https://brainly.com/question/9993905,1525649768
What stereotypes of women does the great gatsby perpetuate? what stereotypes does the novel challenge?,English,"
The second question.

That just because your rich doesn’t mean people like you. Or that you will get the girl that you want.
",0,Ambitious,0,0,https://brainly.com/question/9860328,1524885010
"This is a document that each chemical manufacturer, distributor, or importer must provide for each hazardous chemical. It contains detailed information such as the properties of each chemical; the physical, health, and environmental health hazards; protective measures; and safety precautions for handling, storing, and transporting the chemical. This document is typically stored in the work space but is likely not attached to the container containing the chemical.

A.
Hazard Communication Standard (HSC)
B.
HazCom
C.
Label
D.
Safety Data Sheet (SDS)",Sat,"
I believe this document being described is called MSDS or Material Safety Data Sheet. It  is a document that contains information on the potential hazards (health, fire, reactivity and environmental) and how to work safely with the chemical product. Hope this answers the question.

",0,Ambitious,0,1,https://brainly.com/question/9993639,1525646481
In which kingdom are the organisms represented in the cartoon classified?,Biology,"
In protista kingdom the organisms are represented in cartoon classified
",0,Ambitious,0,0,https://brainly.com/question/9979849,1525515635
"Marco makes $65,000 a year as a graphic designer. He makes a charitable donation of $1,000 each year. He also has $5,000 of business-related expenses, including travel and materials. What is Marco’s taxable income? $71,000 $65,000 $64,000 $59,000",Computers and technology,"
The correct answer is $59,000. 
 ",5,Ambitious,1,0,https://brainly.com/question/9994541,1525656439
"PLEASE ANSWER ASAP!!! thank you!
Which of the following is an example of a new foreign policy? 

Select one:
A. An agreement with Japan to mutually lower barriers to trade
B. A Supreme Court case that settles a dispute between Illinois and Indiana
C. A law restricting gun sales to those with a criminal record
D. the President pardoning someone of a crime",History,"
A is most likely the answer.

Hope this helped!

;D
",5,Brainly User,1,1,https://brainly.com/question/9993423,1525644263
