"Answers","num_words","num_characters","num_misspelled","bin_start_interrogative","bin_end_qmark","num_interrogative","bin_start_small","avg_word_sentence","num_sentences","bin_url","readability_score","num_punctuations","bin_taboo","grammar_check"
"
The sentence is grammatically correct!
","5","36","0","0","0","0","0","2.5","2","0","10.905999999999999","1","0","1"
"
Quand j'avais seize ans, j'allai souvent au cinema.

this sentence is grammatically correct 
everything is correct



hopes this helped you well 
","21","132","5","0","0","0","0","10.5","2","0","10.061428571428571","2","0","0"
"
More than two binomial
","4","21","0","0","0","0","0","4.0","1","0","2.942499999999999","0","0","1"
"
C)  pre-Columbian paintings
","4","28","1","0","0","0","0","4.0","1","0","6.475000000000001","2","0","0"
"
C) is the answer.....
","4","20","0","0","0","0","0","2.0","2","0","-6.300000000000001","6","0","1"
"
C because it will be harder for your body to get cancer
","12","46","0","0","0","0","0","12.0","1","0","1.8399999999999999","0","0","1"
"
He was a theoretical physicist
","5","28","0","0","0","0","0","5.0","1","0","5.562000000000001","0","0","1"
"
Three reasons why Rome fell were for its Economic, Military, Gradual. ","11","64","0","0","0","1","0","5.5","2","0","5.298181818181817","3","0","0"
"
A suitable calculator can show you the number of students having a score in that range is expected to be about 57.
","22","95","0","0","0","0","0","11.0","2","0","3.7663636363636357","1","0","1"
"
In a Hash Table, keys map to values. The Python version of this is Dictionaries, which has key, value pairs.

e.g.

dict = {1: True, ""hello"": ""world""}
","27","128","1","0","0","0","0","5.4","5","0","-0.413333333333334","10","0","0"
"
Dictionaries are hashes
","3","23","0","0","0","0","0","3.0","1","0","13.04","0","0","1"
"
1).  Why, yes !  I hear ambulances, police cars, or fire trucks frequently.

2).  Why, yes again !  I do notice that the pitch of the siren changes as it approaches me, and then again as it moves away.

3).  My understanding is that this change or shift in the perceived frequency 
of sound waves is described by the math of the ""Doppler effect"".

","62","297","0","0","0","2","0","6.888888888888889","9","0","1.5381541218637977","16","0","0"
"
It A!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
","2","59","0","0","0","0","0","1.0","2","0","-13.865","54","0","1"
"
Answer is D, it isn’t cheap
","7","26","1","0","0","0","0","7.0","1","0","-4.472857142857144","1","0","0"
"
D, because it states that it would take billions of dollars to make such a train, and that money is needed elsewhere.
","22","98","0","0","0","0","0","11.0","2","0","3.9804545454545455","3","0","1"
"
""I Hear America Singing"" is a personification becuase its giving a non-living object a human-like thing.
","18","91","1","0","0","0","0","9.0","2","0","5.050000000000001","3","0","0"
"
The answer is 
B luster
","5","21","0","0","0","0","0","5.0","1","0","-1.9740000000000002","0","0","0"
"
Ya it is b luster just took it
","8","25","0","0","0","0","0","8.0","1","0","-3.8887500000000017","0","0","1"
"
To determine the probability that one or the other circumstances will occur, you will count the number of possible outcomes and divide it by all the possible outcomes.

#of female teaching assistants + # of male teaching assistants + # of female professors

6 + 16 + 11 = 33

Total = 41

33/41 = 80

There is a approximate 80% probability that one or the other will occur.
","61","313","0","0","0","0","0","20.333333333333332","3","0","10.665191256830603","3","0","0"
"
To establish justice,insure domestic tranquility, and provide for the common defense.
","12","77","0","0","0","0","0","6.0","2","0","9.829999999999998","3","0","0"
"
The answer is 57.04 meters. 
Solution:
The height y of the rock above the ground as a function of the horizontal distance x from the starting point on top of the hill can be modeled by the equation 
     y = -0.04x^2 + 1.3x + 56

We now set this equation equal to zero because the height of the ground where the rock will land is zero:
     0 = -0.04x^2 + 1.3x + 56

Since we have a quadratic equation, we can calculate for the horizontal distance x by using the quadratic formula     
     x = [-b ± sqrt(b^2 - 4ac)] / 2a      
     x = {-1.3 ± sqrt[1.3^2 - 4(-0.04)(56)]} / 2(-0.04)     
     x = (-1.3 ± sqrt(10.65)) / (-0.08)     
     x =  -24.54 meters or  57.04 meters
There are two solutions for x but one is negative, so we choose the positive value. 
","146","653","6","0","0","1","0","8.588235294117647","17","0","-1.2638275584206262","49","0","0"
"
I believe the correct answer is the first one: By stating that citizens will “rise up / to drown you in a single wave,” the speaker indicates they are determined to overcome their opponents. 

""I Explain a Few Things"" is a poem written by Pablo Neruda in the late 1930s. He wants to explain why his poems have drifted from personal and interior themes to more sociopolitical ones. He also wants to address the Nationalist side of the Spanish Civil War, and his highly negative thoughts against it. ","87","421","2","0","0","1","0","17.4","5","0","8.708620689655174","6","0","0"
"The answer is: By stating that citizens will “rise up / to drown you in a single wave,” the speaker indicates they are determined to overcome their opponents.

took the test","30","148","0","0","0","0","0","15.0","2","0","7.422000000000001","2","0","0"
"
1. Using the trapezoidal rule, you get




 gives the rate at which the water flows, so if you integrate with respect to time, you get the actual amount of water. In the summation above, the differences between successive 's form the heights of the trapezoids, while the successive values of  form the ""bases"" of the trapezoids for which you take the averages.

2. Possibly... We know that  is differentiable, so  certainly exists and must be continuous. The intermediate value theorem says that, on the interval , we can find some  such that  would fall between  and . But from the given data, we can't guarantee that  is ever 0, because both  and .

3. The average rate of water flow would be



4.  is increasing whenever . By the fundamental theorem of calculus,



and  for  only.

5. For , we have , so





","137","667","1","0","0","0","0","9.785714285714286","14","0","4.4687695516162655","28","0","0"
"
D conservative social standards
","4","30","0","0","0","0","0","4.0","1","0","13.54","0","0","1"
"
That would be a checking account
","6","29","0","0","0","0","0","6.0","1","0","2.7650000000000006","0","0","1"
"
Whats the answer choices
","4","23","0","0","0","0","0","4.0","1","0","5.297499999999999","0","0","0"
"
The is answer is one.
","5","19","0","0","0","0","0","2.5","2","0","-5.107999999999997","1","0","1"
"
The answer is C. the Firebird made Stravinsky an overnight success
","11","58","1","0","0","0","0","5.5","2","0","4.870000000000001","1","0","0"
"The answer is A The work that made Stravinsky an overnight success was The Firebird.
","15","71","1","0","0","0","0","7.5","2","0","3.985999999999997","1","0","0"
"
It is called a seismic gap.

A.
","7","28","0","0","0","0","0","2.3333333333333335","3","0","-5.460476190476191","2","0","1"
"
I don't know what is the answer
","7","27","0","0","0","1","0","7.0","1","0","-1.1085714285714268","0","0","1"
"
I'm struggling with the wording of the second choice. My background is physics and most of the people I know are dumbfounded by the vastness of space, the laws that govern physics, and the beauty and simplicity of the way the universe explains itself. I have met people who do not agree with my assessment of the Universe, but they are in the minority and they are not fools for declining to agree. 

I am trying to say that Religion and Science can coexist and many people feel this coexistence to be true without question. People pray for example who also manipulate complex mathematical ideas. We don't choose conflict without reason, but coexistence is always possible. It only takes men and women of good will to make it work.

","129","608","0","0","0","2","0","16.125","8","0","8.17436046511628","11","0","0"
"
Electromagnetism is a branch of physics which involves the study of the electromagnetic force, a type of physical interaction that occurs between electrically charged particles. the electromagnetic force usually shows electromagnetic fields, and light. The electromagnetic force is one of the four fundamental interactions in nature. 
","46","292","0","0","0","0","0","11.5","4","0","13.29673913043478","5","0","0"
"
B, and Algernon says hi. 
","5","24","0","0","0","0","0","2.5","2","0","-3.224","2","0","0"
"
The answer to the question is B.                                                                                                                                                                                                                                                                                             
","7","316","0","0","0","0","0","3.5","2","0","-2.8585714285714268","1","0","0"
"
1) where did aids/hiv originate? 
","6","30","1","0","0","1","0","3.0","2","0","-0.3049999999999997","2","0","0"
"
1 )  Which change occurred during world war i as a result of ""total war""?

        Many women joined the work force for the first time.

2 )  Which does NOT accurately describes the Treaty of Versailles?

          It left European borders virtually unchanged.

3 )  In which way are communism and fascism alike?

          Both seek to eliminate political opposition.

4 )  Which is true about fascism but NOT true about communism?

          Allows individuals to own property.

5 )  Which best describes Hitler's beliefs as expressed in Mein Kampf?

          Germans were destined to lead the world.
","89","544","2","0","0","0","0","8.090909090909092","11","0","5.424555669050054","15","0","0"
"
She can have a really bad health such as  intense head aches liver condotions her bones are weakened and her internal organs can all be damaged.she has a very high probality of having cancer.
","35","161","2","0","0","0","0","11.666666666666666","3","0","5.261904761904763","2","0","0"
"
If you confront someone right off the bat since you think they are talking to someone who talks about you behind your back or they are dating your boyfriend or your boyfriend is dating someone else behind your back don't confront. Trick them into telling you what they are doing or follow them and catch them in the act so they have no chance in saying that they didn't do it. Confrontation can lead to them lying to you. Sometimes you might be wrong and when you confront them and find out that it really wasn't what they were doing, they get mad and decide that they are going to leave you or are not going to talk to you. Or maybe they decide that they are going to forget about it and then confront you with something and let you feel the hurt and pain that that brings to a person. It will lead to them wanting to have revenge on you or they will want to do those things on purpose and flaunt it in your face. 
","179","740","0","0","0","4","0","25.571428571428573","7","0","10.537781324820429","7","0","0"
"
32 is 80% of x
x=40
Did most of the math in my head, I think 40 is the answer tho. xD gl!
","24","71","2","0","0","0","0","8.0","3","0","-5.262499999999999","3","0","0"
"
Hope this helps........
","3","23","0","0","0","0","0","1.5","2","0","-0.2699999999999996","8","0","1"
"
Flapper dresses were a hit in the 1920's!
","8","36","1","0","0","0","0","4.0","2","0","-0.0012499999999988631","1","0","1"
"
When Galileo got ahold of a little telescope ... no more than 
a kid's toy today ... he soon turned it towards the night sky.  
The story says that he was the first one to do that.  Apparently 
everyone else who had these things used them to look at their 
neighbors' windows.  Anyway, When Galileo looked at Jupiter, 
he saw four tiny dots.  As he watched them night after night, he 
saw that the four dots always stayed with Jupiter, but got nearer 
and farther from it.  He eventually realized that they were small 
bodies in orbit around Jupiter.  And then ... because he was Galileo ... 
he made the big intellectual jump:  He reasoned that if there were 
smaller bodies in orbit around Jupiter, then Jupiter and the other 
planets might also be in orbit around something, and not necessarily 
around the Earth.  He understood this as evidence that the sun is 
the center of the solar system.
","155","749","2","1","0","3","0","11.923076923076923","13","0","5.529022332506202","26","0","0"
"
Heart, it's common name is pacemaker","6","34","0","0","0","0","0","6.0","1","0","5.120000000000001","1","0","0"
"
Good start. make sure when someone is speaking put the question mark in the quotations or any other puncuation in the quotations. check over commas. Ex. he said, ""hello."" check spelling. check puncuation. over all good story. great job.
","39","200","2","0","0","1","0","3.9","10","0","2.983076923076922","10","0","0"
"
You have to be short and sweet❤
","7","29","0","0","0","0","0","7.0","1","0","-1.7814285714285738","0","0","0"
"Genetic Recombination
                                         ""The process in which offspring are produced which are genetically different from their parents is known as genetic recombination""
","21","176","0","0","0","0","0","21.0","1","0","18.22714285714286","0","0","0"
"
True. They rarely had contact with the outside world.
","9","47","0","0","0","0","0","3.0","3","0","2.573333333333334","2","0","1"
"The practical use of science is called TECHNOLOGY

TECHNOLOGY is the application of scientific knowledge for practical purposes, especially in industry.","21","135","0","0","0","0","0","21.0","1","0","18.002857142857145","2","0","0"
"
ESKETITTTTTTT
LOOK AT MY WRIST SHINEEEE!!!!!!!!!!!!!!!!
","6","53","2","0","0","0","0","3.0","2","0","6.760000000000002","16","0","1"
"
Median - The middle number in a range of values
Mean - The average of a range of numbers
Mode - Number that shows up the most in a range of values

","29","122","0","0","0","0","0","29.0","1","0","11.26034482758621","3","0","0"
"
Mean is the medium of the given set, found by adding up all of the numbers and dividing by the amount of items in the set. Mode is the most frequently occurring number, and median is the number with the middle value.
","42","177","0","0","0","0","0","14.0","3","0","4.74642857142857","4","0","0"
"
Because the people were skeptical of liberal changes that were taking place. They wanted things to stay the way they were use to. This left few people to support the liberal changes needed.

As the Harding scandals broke, Harding died and the puritanical Calvin Coolidge took office, thus avoiding political repercussions for the Republicans. Bitterly feuding Democrats and La Follette progressives fell easy victims to Republican-managed prosperity.
","68","407","1","0","0","0","0","11.333333333333334","6","0","10.21093137254902","8","0","0"
"Politics goes in cycles, and the 1920's followed the sacrifices of WW1. Known as The Roaring 20's for the displays of wealth and stock market excesses, the rights of workers, child safety, and and worker safety took a back seat to how people were enthralled by Al Capone, john Dillinger, and the society of F. Scott Fitzgerald's ""The Great Gatsby.
Have a nice day","64","303","3","0","0","1","0","16.0","4","0","7.912187500000002","9","0","0"
"
Find an algorithm that works for you
","7","32","0","0","0","0","0","7.0","1","0","2.2557142857142836","0","0","1"
"
The answer to this question is
first get to know your cube remember where the pieces actually go
then solve the white cross
then solve the white corners
then solve the middle layer
then solve the top layer
then position the yellow corners correctly
Then you are done!!



I hope this helps!!!!!!!!



","52","259","0","0","0","1","0","17.333333333333332","3","0","8.341089743589741","10","0","0"
"
Your set is 2, 5 and 8.

In order to calculate the standard deviation, first, you need to calculate the mean of the scores:
m = (2 + 5 + 8) / 3
    = 15 / 3
    = 5

Then, find the variance: subtract the mean from each value, square the results, sum them up and divide it by the number of scores.
(2 - 5)² = 9
(5 - 5)² = 0
(8 - 5)² = 9
Therefore:
v = (9 + 0 + 9) / 3 
   = 18 / 3
   = 6

The standard deviation is the square root of the variance:
σ = √6 
   = 2.45

In conclusion, the standard deviation can be calculated by the formula:


","98","451","0","0","0","0","0","24.5","4","0","7.305","23","0","0"
"
The answer should be Richard Nixon.
Hope this helps!!!:)
","9","51","0","0","0","0","0","3.0","3","0","2.0500000000000007","5","0","0"
"
The answer is it sparked in interest in the nation expanding its reach and influence to other countries. The reason this is correct is Manifest destiny was a time period when people were traveling to find new land. The people believed that it was Gods destiny.
","46","217","0","0","0","1","0","11.5","4","0","6.02695652173913","3","0","0"
"
The 2nd one have a great day.. :D
","8","28","0","0","0","0","0","4.0","2","0","-5.88875","2","0","0"
"
I think its 
development and widening of surface cracks on the volcano
","12","61","0","0","0","0","0","12.0","1","0","7.334999999999997","0","0","0"
"
Lots of things I don’t know this it’s to hard
","12","42","0","0","0","0","0","12.0","1","0","-2.085000000000001","0","0","0"
"
The answer is B) plants grown in typical soil.

","9","41","0","0","0","0","0","4.5","2","0","-0.33999999999999986","2","0","0"
"
I think the answer is d, Persephone.
","7","32","0","0","0","0","0","3.5","2","0","-0.8399999999999999","2","0","1"
"
Of the characters mentioned in Rita doves poem which is the goddess of spring and the daughter of demter 
D) Persephone
","21","101","1","0","0","0","0","21.0","1","0","10.825714285714284","1","0","0"
"
During this time period - from the 1920s to the 1940s, the American nation had major ups and downs. A major time of recession would be the famous black friday which drastically affected various aspects of life at the time and which played out an important role in how people would perceive the future in their capitalistic system. A major time of glory was during the World War II when the US played a vital role in the end victory for the allied side. 
","83","373","3","0","0","2","0","20.75","4","0","9.600903614457835","5","0","0"
"
Justin is about to become a member of a ""Utilitarian organization"".","11","58","0","0","0","0","0","11.0","1","0","7.191818181818181","1","0","0"
"
I think the answer is the supreme court.
","8","35","0","0","0","0","0","4.0","2","0","-0.5899999999999999","1","0","1"
"
Search calculator, or go to settings

","6","34","0","0","0","0","0","6.0","1","0","5.120000000000001","1","0","1"
"
Ploughing and turning over the soil aerates the soil so the roots of plants are able to thrive well. Ploughing the roots of leguminous plants back to the soil returns nutritents and organic matter to the soil organically rather than using synthetic fertilisers which are potentially hazardous to the environment.
","50","265","4","0","0","0","0","16.666666666666668","3","0","11.489533333333334","2","0","0"
"
The word you need is fat
","6","21","0","0","0","0","0","6.0","1","0","-3.5150000000000006","0","0","1"
"
Sounds like you need basic computing 101...
","7","39","0","0","0","0","0","3.5","2","0","3.197142857142854","3","0","1"
"
I believe the answer is: stereotype threat

stereotype threat refers to a prejudice that being targeted toward a certain member of a social group that could prevent those people from achieving their goals in society.  Examples of a stereotype threat are: Girls are worse than boys at science, Men who are not physically strong are unworthy, etc.
","57","295","0","0","0","1","0","19.0","3","0","11.289473684210527","4","0","0"
"14. Which now-established technology went through the “emerging” phase in the early 2000s and makes the sharing of ideas much easier?
The correct answer is: social media

15. One of the elements that make the internet such a significant development is its ability to do which of the following? 
The correct answer is: connect people all around the world","60","307","2","0","0","0","0","12.0","5","0","6.864000000000001","5","0","0"
"
I believe the answer is A
","6","22","0","0","0","0","0","6.0","1","0","-2.729999999999997","0","0","1"
"
Most writers of epics start their poems by invoking their muse.

Hope this helped :)

","14","74","0","0","0","0","0","7.0","2","0","4.274285714285714","2","0","0"
"
They usually start it off with something that will draw you in.
","12","54","0","0","0","0","0","6.0","2","0","1.5874999999999986","1","0","1"
"
Area = (√3)/4 * s² (S = Any side of the Equilateral Triangle)

","11","55","0","0","0","0","0","11.0","1","0","0.7690909090909095","4","0","0"
"
False is correct answer.

Because the scientist is does not effectively to study astronomy without a good understanding with chemistry/ and physics.

Hope it helped you.

-Charlie
","27","158","0","0","0","0","0","6.75","4","0","7.239444444444445","4","0","1"
"
The correct answer is:  [D]:  "" biograph"" .
_________________________________________________
Note:  "" bio- "" .
_________________________________________________","8","156","1","0","0","0","0","2.6666666666666665","3","0","-0.07916666666666927","5","0","0"
"
My average is around 40 seconds or so. 
My personal best is 34 seconds. 

I have been cubing for a little less than 3 weeks and I have solved the cube over 1500 times.","34","139","0","0","0","0","0","11.333333333333334","3","0","1.96843137254902","3","0","0"
"
The total  pressure  is calculated as below

Total  pressure = partial pressure of (nitrogen +oxygen + argon gas)

= 587 mm hg + 158 mm hg + 7 mm hg = 752  mmhg  is the  total pressure
","31","158","4","0","0","0","0","31.0","1","0","13.973548387096777","2","0","0"
"
587 mm hg + 158 mm hg + 7 mm hg = 752  mmhg  is

","12","38","4","0","0","0","0","12.0","1","0","-4.439999999999998","0","0","0"
"
Laboratory cause they are talking about coats and special tools to inspect bones

","13","71","0","0","0","0","0","13.0","1","0","9.706923076923076","0","0","1"
"
The three lines that suggest a woman is inconstant in love are lines 1-3
","15","61","0","0","0","0","0","15.0","1","0","4.282","1","0","1"
"
U can use Bluetooth connect your computer to the android. ","10","51","1","0","0","0","0","5.0","2","0","3.2070000000000007","1","0","0"
"
Gatsby is nervous about meeting Daisy at Nick's place. He is panicking and Nick tells him to stop acting like a little boy. 
","23","103","0","0","0","0","0","7.666666666666667","3","0","2.6768115942028956","2","0","1"
"
Dreams are starting to shatter a bit in this chapter of the novel. When Tom and Daisy are both at Gatsby's party, it's clear that nothing is simple and easy and that the dream Gatsby has of keeping Daisy forever might be flawed. Nick tries to tell him that he can't repeat the past, but Gatsby doesn't believe it. 
","59","259","0","0","0","1","0","14.75","4","0","5.9026271186440695","5","0","0"
"
The Renaissance scholars were much interested in reviving the classical era of Greek and Roman culture.   These areas of culture were revived in the visual arts and in architecture.  The humanists of the Renaissance studied Greek and Roman writings, focused on the ""humanities"" such as philosophy and history.  (Today we also call such studies the ""liberal arts."")

The Renaissance happened across Europe, but was sparked by affluent city-states in Italy.  These city-states were wealthy from products they made and some became very rich through trade and commerce.  Wealthy persons in the Italian cities were sponsors of art and architecture and liberal studies, thus promoting the culture of the Renaissance.  Much of this wealth came from trading with the Muslims of the Ottoman Empire, so there was an indirect role of Muslims in the support of the Renaissance.  The Medici family were granted permission from the pope for exclusive rights to alum trade with the Ottomans, thus enriching and empowering the Medici.    When the Ottomans took over sections of the old Eastern Roman Empire, Byzantine scholars fled to Italy, which also spurred the Renaissance movement in Italy.  Another way Muslims were in the background of Renaissance thought was how Muslim scholarship in math and science filtered over into European scholarship.

John Green, in Crash Course, argues against the ""Renaissance"" as a thing because the art and learning was only experienced at the top of society.  The vast majority of Europeans still lived on farms and were not well educated.  Most Europeans didn't encounter the Renaissance's pattern of thought during that time.  We remember it because of the ideas that came from it that are important to us now.  The Renaissance is more of a construct we have made out of various things that happened over a span of centuries.

As to whether or not you agree with Green's argument, that's up to you.

","314","1650","0","0","0","2","0","17.444444444444443","18","0","10.632222222222218","31","0","0"
"
Hi! I'm thinking the answer is applause, when people observe fireworks they take it all in and when the consume what they see, the applude. 
","25","121","1","0","0","3","0","8.333333333333334","3","0","3.64906666666667","4","0","0"
"
B) when there are many fragments or smaller parks, interaction is enhanced by building corridors. 
","15","85","0","0","0","1","0","7.5","2","0","7.439999999999998","3","0","0"
"
B. Interaction between islands or fragments is nit always restricted if there are corridors present to allow for interactions such as migration and breeding. Conservations note that one large habitat is favored over many small habitats in that it can support greater biodiversity.
","43","240","0","0","0","0","0","10.75","4","0","9.685697674418606","3","0","0"
"
You take the 15% of the $40 first, moving the price to $34, then you take out 25% of that $34. Leaving your total at $25.5
","27","99","0","0","0","0","0","9.0","3","0","-1.7533333333333303","4","0","1"
"
  I think its B ......
","4","20","0","0","0","0","0","2.0","2","0","-8.655","6","0","0"
"
Your answer would be B. ""Aunt Gold Teeth believes that her husband’s sickness is connected to her actions and lack of faith; only a faith healer can help them.""","30","135","0","0","0","0","0","10.0","3","0","3.3520000000000003","3","0","0"
"
The bank monsters and grape of wrath is 75years
","9","41","1","0","0","0","0","9.0","1","0","3.4800000000000004","0","0","1"
"
In order to find the answer to this question, you need to multiply 450 by 2 to find the amount of miles in the round trip, which is 900. 

Next, you divide 900 by 25, because that will leave you with the amount of gas it needs. 

So the answer is 36.


P.S. I don't know if 450 miles is round trip or it is half. But if it is half, the answer would be 18
","77","284","0","0","0","0","0","11.0","7","0","0.096233766233766","11","0","0"
"
- The Pacific Ocean is laying of the eastern coast of Australia.
- The Indian Ocean is laying of the western coast of Australia.
- The Timor Sea is laying of the northern coast of Australia.
These three water surfaces make up the biggest part of the waters bordering Australia. The forth one is the Southern Ocean, laying of the south coast of Australia.
","61","296","1","0","0","0","0","10.166666666666666","6","0","5.427431693989071","9","0","1"
"
Number6 is $4,000, I just had this question and got it correct.
","13","54","1","0","0","0","0","6.5","2","0","-0.7892307692307696","3","0","1"
"
In 1959, left-wing revolutionary named Fidel Castro set up a Soviet-supported regime in Cuba.
","16","82","0","0","0","0","0","8.0","2","0","4.942499999999999","4","0","1"
"
Can I help you? what do you want  ????
","8","35","0","0","1","1","0","2.6666666666666665","3","0","-5.966666666666667","5","0","0"
"
I believe your answer is C.

Hope this helps!
","9","40","0","0","0","0","0","3.0","3","0","-2.1366666666666667","2","0","1"
"
Her decision to help blacks vote during the 60's was a strong one being that she was white, and if you were white and helped black voting happen you were practically considered black especially while doing work in selma, her civil rights campaigns were some of the most successful during her time
","52","247","2","0","0","0","0","52.0","1","0","26.580192307692307","2","0","0"
"
The worm bc they are decomposers

","6","30","2","0","0","0","0","6.0","1","0","2.7650000000000006","0","0","0"
"
The correct answer is C. they both sought equal rights for African Americans. 

The 14th amendment states that any person born on US soil is automatically a US citizen. This was passed only a few years after the Civil War, as a means to ensure that newly freed slaves had all the freedoms/rights that white citizens had in society. 

The Civil Rights Act of 1964 was a federal law that bans work place discrimination. This means that a person cannot be stopped from obtaining a job based on their race, color, religion, gender, nation of origin, etc. 
","98","456","0","0","0","0","0","14.0","7","0","6.572755102040819","12","0","0"
"
Because he originally wrote this this poem due to his best friends death which inspired him to write the poem in the first place
","24","107","0","0","0","0","0","24.0","1","0","11.176250000000003","0","0","0"
"
Evolution theory: This is purely based off the fact that we evolved to be bipedal; we walk on two legs, to see higher (a paramount evolutionary trait at the time). Had we just stuck to four, we would be faster. Greater stability is gifted to four-legged organisms. An advantage we DO have, however, is that we have the BEST running endurance in the animal kingdom.

Christianity: Adam and Eve were bipedal, so that's how we are.
","77","362","0","0","0","1","0","12.833333333333334","6","0","5.539393939393939","14","0","0"
"
Physiologically we're inadequately suited to sprinting, for the most part since we're bipedal. Creatures that can keep running on four legs are continually going to have the point of interest. There are two clarifications for this. The more ordinary one is basically that at no time in our development was running a critical adjustment for us. We went from tree-staying foragers to apparatus utilizing etc.

People aren't as quick in a sprint as some different creatures, yet we are among the best long-distance runners of all. It's a transformative exchange off; no one's body shape can be great at everything. Hunters like us additionally need to make a considerable measure of progress to chase and scavenge, so it bodes well that we are more suited to continuance running than sprinting.

","132","666","1","0","0","0","0","14.666666666666666","9","0","8.989469696969696","14","0","0"
"
1. A script or scripting language is a computer language with a series of commands within a file that is capable of being executed without being compiled.
2. Software development
3. true
4. im not sure
here is a sight that might help 
https://quizlet.com/150321269/video-game-design-terms-flash-cards/
","53","280","3","0","0","0","0","7.571428571428571","7","1","3.6840161725067375","11","0","0"
"
General Ulysses S. Grant was the leader of the Union forces when Lee surrendered, but the Union went through many leaders.
","21","104","0","0","0","1","0","7.0","3","0","4.274285714285714","3","0","1"
"
B. their, there..... If locked out of their house, they should call me there and I will let them in
","20","82","0","0","0","0","0","6.666666666666667","3","0","-1.140666666666668","8","0","1"
"
C is the answer.. a homophone is two words that sound the same and get confused but they are spelled different.. like their there they're
","25","115","0","0","0","0","0","8.333333333333334","3","0","3.2722666666666704","4","0","0"
"
Hello

Most, but not all, protists are single-celled. Other than thesefeatures, they have very little in common. You can think about protists as all eukaryotic organisms that are neither animals, nor plants, nor fungi

Hope this Helps
Plz mark me as Brainliest
","43","232","6","0","0","0","0","14.333333333333334","3","0","8.629457364341086","8","0","0"
"
Elion was very determined and despite the fact that she was a woman she was keen on getting her degree and did all she could. She got a degree in 1941.
","31","123","1","0","0","0","0","10.333333333333334","3","0","1.816989247311831","2","0","0"
"
Elion was determined to do everything she could in order to practice chemistry

","13","69","1","0","0","0","0","13.0","1","0","8.982307692307693","0","0","0"
"
Answer///////////often end without a stated resolution;////////////////
","7","68","0","0","0","0","0","7.0","1","0","7.6385714285714315","1","0","1"
"
Babur is the answer                                 
","4","52","1","0","0","0","0","4.0","1","0","-0.5899999999999999","0","0","0"
"
It depends on the dominant gene .
So it’s Yellow.
","10","45","0","0","0","0","0","3.3333333333333335","3","0","-2.3363333333333323","2","0","0"
"
It would be 50% for both so they would be Yy.
","11","37","1","0","0","0","0","5.5","2","0","-4.550000000000001","1","0","0"
"
Since Macy only had one hour sessions, divide the total she made by the price of the one hour session.

280 / 35 = 8 tutoring sessions","25","110","0","0","0","0","0","12.5","2","0","4.225200000000001","2","0","1"
"
In the 6 - 2 = 4 seconds for which we have a report, the bottle lost 28 -20 = 8 ounces.

The bottle is losing water at the rate of (8 oz)/(4 s) = 2 oz/s.
","35","120","0","0","0","0","0","11.666666666666666","3","0","-1.8703809523809518","9","0","1"
"
(See attached graphic).
Total = Principal * e ^ (rate * years)
Total = 12,000 * 2.718281828 ^ (.064 * 12)
Total = 12,000 * 2.718281828 ^ .768
Total =
12,000 * 
2.1554510377

Total =

25,865.41

Source:
http://www.1728.org/rate2.htm



","37","208","5","0","0","0","0","3.3636363636363638","11","1","-0.5262899262899268","20","0","0"
"The correct answer is Creon.

Oedipus sends Creon to the oracle at Delphi to learn how to save Thebes. Creon reports that the city can only be saved by finding and punishing the murder of the previous king, Laius.
","39","177","0","0","0","1","0","9.75","4","0","3.9757692307692274","4","0","1"
"
At thanksgiving dinner, college student janie expresses her dreams to her parents. her aunt says, ""i'm not sure that's realistic, honey!"" janie says, ""i'm a postfeminist! that's why i expect to combine marriage to an egalitarian man with motherhood and a successful career.
The term postfeminism describes a societal perception according which women are no constrained by any inequalities.
","59","360","6","0","0","1","0","9.833333333333334","6","0","8.952598870056498","9","0","0"
"
An increase in the number of months that you will pay will decrease the payment because you will divide the total amount owed between a larger number which would result in a smaller amount each month.

Ex:  $1000 paid in 5 months is $200/month.
      $1000 paid in 10 months is $100/month.
","53","244","0","0","0","0","0","13.25","4","0","4.834811320754717","3","0","0"
"
It is all based on opion.
Reasearch has shown though that the Apple phone is much much much more secure and has a much faster running network and it is easier to use, personally i love apple phones, computers, ipod, watches, etc. They are all very reliable. 
Does this help? :D 
~Korey

","52","238","3","0","0","0","0","10.4","5","0","3.787499999999998","9","0","0"
"
It depends. I think apple is good but still i have andriod lol! :p
","14","55","2","0","0","0","0","4.666666666666667","3","0","-2.2752380952380946","2","0","0"
"
Google
wallet software utilizes android phones with near field communication
technology, such as RFID, to allow shoppers to swipe their phone at
checkout to pay for items.
RFID stands for Radio-frequency identification. The radio waves are used to read and capture information stored on a tag attached to an object.
","51","272","2","0","0","0","0","12.75","4","0","8.95676470588235","6","0","1"
"
Your answer is meteorology, because it's in space! Hope this helps!
","11","59","0","0","0","0","0","3.6666666666666665","3","0","3.5251515151515136","3","0","1"
"
Anthropology, thats the study of the human body
","8","42","0","0","0","0","0","8.0","1","0","5.53125","1","0","0"
"
Given that production cost of 200 units is $1500 with a variable cost of $500, then the average variable cost per unit will be:
(variable cost)/(number of units)
=500/200
=$2.5 dollars per unit

Answer: A] $2.5
","40","181","0","0","0","0","0","13.333333333333334","3","0","3.605666666666668","8","0","0"
